timestamp,close,diff,ret
2026-02-16 16:09:00,100439000.0,1.0,0.0
2026-02-16 16:10:00,100503000.0,1.0,0.0006372026802337061
2026-02-16 16:11:00,100490000.0,1.0,-0.00012934937265551838
2026-02-16 16:12:00,100486000.0,1.0,-3.980495571698217e-05
2026-02-16 16:13:00,100474000.0,1.0,-0.00011941962064365708
2026-02-16 16:14:00,100460000.0,1.0,-0.00013933953062483795
2026-02-16 16:15:00,100447000.0,1.0,-0.0001294047382042196
2026-02-16 16:16:00,100437000.0,1.0,-9.955498919833605e-05
2026-02-16 16:17:00,100408000.0,1.0,-0.00028873821400476896
2026-02-16 16:18:00,100328000.0,1.0,-0.0007967492630068795
2026-02-16 16:19:00,100284000.0,1.0,-0.00043856151822019296
2026-02-16 16:20:00,100304000.0,1.0,0.00019943360855179115
2026-02-16 16:21:00,100350000.0,1.0,0.0004586058382516356
2026-02-16 16:22:00,100275000.0,1.0,-0.0007473841554559435
2026-02-16 16:23:00,100464000.0,1.0,0.0018848167539267102
2026-02-16 16:24:00,100417000.0,1.0,-0.00046782927217714487
2026-02-16 16:26:00,100384000.0,2.0,-0.00032862961450752515
2026-02-16 16:27:00,100532000.0,1.0,0.001474338540006448
2026-02-16 16:28:00,100562000.0,1.0,0.0002984124457883208
2026-02-16 16:29:00,100531000.0,1.0,-0.0003082675364451948
2026-02-16 16:30:00,100562000.0,1.0,0.00030836259462252436
2026-02-16 16:31:00,100550000.0,1.0,-0.00011932936894654134
2026-02-16 16:32:00,100506000.0,1.0,-0.00043759323719538834
2026-02-16 16:33:00,100521000.0,1.0,0.00014924482120459714
2026-02-16 16:34:00,100451000.0,1.0,-0.0006963719023885817
2026-02-16 16:35:00,100397000.0,1.0,-0.0005375755343400845
2026-02-16 16:36:00,100426000.0,1.0,0.00028885325258731775
2026-02-16 16:37:00,100400000.0,1.0,-0.0002588970983610217
2026-02-16 16:38:00,100426000.0,1.0,0.00025896414342629903
2026-02-16 16:39:00,100426000.0,1.0,0.0
2026-02-16 16:40:00,100373000.0,1.0,-0.0005277517774281426
2026-02-16 16:41:00,100400000.0,1.0,0.00026899664252333366
2026-02-16 16:42:00,100536000.0,1.0,0.0013545816733067095
2026-02-16 16:43:00,100568000.0,1.0,0.00031829394445770376
2026-02-16 16:44:00,100556000.0,1.0,-0.00011932224962218907
2026-02-16 16:45:00,100752000.0,1.0,0.0019491626556347175
2026-02-16 16:46:00,100668000.0,1.0,-0.0008337303477846669
2026-02-16 16:47:00,100676000.0,1.0,7.946914610412747e-05
2026-02-16 16:48:00,100744000.0,1.0,0.0006754340657157965
2026-02-16 16:49:00,100750000.0,1.0,5.955689668857289e-05
2026-02-16 16:50:00,100726000.0,1.0,-0.00023821339950369502
2026-02-16 16:51:00,100660000.0,1.0,-0.0006552429362826073
2026-02-16 16:52:00,100746000.0,1.0,0.0008543612159745972
2026-02-16 16:53:00,100701000.0,1.0,-0.00044666785778091356
2026-02-16 16:54:00,100700000.0,1.0,-9.930387980250366e-06
2026-02-16 16:55:00,100614000.0,1.0,-0.0008540218470705074
2026-02-16 16:56:00,100629000.0,1.0,0.00014908462043061732
2026-02-16 16:57:00,100588000.0,1.0,-0.00040743721988689696
2026-02-16 16:58:00,100601000.0,1.0,0.0001292400683978734
2026-02-16 16:59:00,100624000.0,1.0,0.00022862595799244545
2026-02-16 17:00:00,100606000.0,1.0,-0.000178883765304505
2026-02-16 17:01:00,100727000.0,1.0,0.001202711567898529
2026-02-16 17:02:00,100755000.0,1.0,0.0002779790920011127
2026-02-16 17:03:00,100703000.0,1.0,-0.0005161034191851765
2026-02-16 17:04:00,100647000.0,1.0,-0.000556090682502064
2026-02-16 17:05:00,100651000.0,1.0,3.974286367203206e-05
2026-02-16 17:06:00,100706000.0,1.0,0.0005464426582943993
2026-02-16 17:07:00,100713000.0,1.0,6.950926459192708e-05
2026-02-16 17:08:00,100572000.0,1.0,-0.001400017872568604
2026-02-16 17:09:00,100569000.0,1.0,-2.9829375969403493e-05
2026-02-16 17:10:00,100488000.0,1.0,-0.0008054171762670315
2026-02-16 17:11:00,100434000.0,1.0,-0.0005373775973250838
2026-02-16 17:12:00,100418000.0,1.0,-0.00015930860067303598
2026-02-16 17:13:00,100494000.0,1.0,0.0007568364237486858
2026-02-16 17:14:00,100462000.0,1.0,-0.0003184269707644516
2026-02-16 17:15:00,100426000.0,1.0,-0.0003583444486472409
2026-02-16 17:16:00,100277000.0,1.0,-0.0014836795252225476
2026-02-16 17:17:00,100266000.0,1.0,-0.00010969614168754305
2026-02-16 17:18:00,100327000.0,1.0,0.0006083817046655948
2026-02-16 17:19:00,100327000.0,1.0,0.0
2026-02-16 17:20:00,100393000.0,1.0,0.0006578488343118583
2026-02-16 17:21:00,100349000.0,1.0,-0.000438277569153267
2026-02-16 17:22:00,100416000.0,1.0,0.0006676698322853891
2026-02-16 17:23:00,100545000.0,1.0,0.001284655831739867
2026-02-16 17:24:00,100562000.0,1.0,0.00016907852205472196
2026-02-16 17:25:00,100569000.0,1.0,6.96087985521121e-05
2026-02-16 17:26:00,100576000.0,1.0,6.960395350463777e-05
2026-02-16 17:27:00,100569000.0,1.0,-6.959910913140188e-05
2026-02-16 17:28:00,100620000.0,1.0,0.0005071145183903614
2026-02-16 17:29:00,100729000.0,1.0,0.0010832836414231828
2026-02-16 17:30:00,100676000.0,1.0,-0.0005261642625261631
2026-02-16 17:31:00,100761000.0,1.0,0.0008442925821448011
